"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20"
"Gene685",8406,34126,18143,28117,16350,20310,9845,9272,27992,9693,17472,3653,30008,29763,33487,33133,22170,11720,23816,20073
"Gene686",12224,49939,26831,40987,23958,29679,14777,13718,41059,13950,24795,5243,43979,43440,49510,48799,32912,17072,34638,29616
"Gene687",2504,10192,5468,8253,4869,6187,3016,2806,8423,2872,5261,1038,8871,8719,10014,9818,6497,3492,6946,5945
"Gene688",7702,30731,16701,25574,14847,18594,9036,8657,25667,8840,15816,3267,26895,26943,30639,30487,20522,10672,21559,18423
"Gene689",6440,26139,14089,21333,12452,15745,7756,7171,21384,7391,13216,2648,22953,22916,25864,25879,17351,8979,18312,15359
"Gene690",10397,42500,22716,34489,20527,25474,12788,11684,35262,12044,21585,4618,37302,36943,41975,41720,28116,14682,29568,25190
"Gene691",10449,42003,22515,34622,20345,25210,12507,11729,34839,12051,20893,4519,36725,36517,41790,41356,27766,14635,29192,24608
"Gene692",4257,17239,9215,14067,8338,10317,5031,4792,14298,4913,8853,1769,15062,14958,17025,16568,11329,5871,12230,10009
"Gene693",6581,27133,14432,22272,12813,16020,7938,7546,22361,7668,13714,2897,23575,23459,26705,26496,18140,9270,18708,15631
"Gene694",5670,22885,12335,18947,11027,14051,6721,6336,19107,6465,11551,2446,20281,20034,23189,22451,15287,8041,16130,13715
"Gene695",9292,37922,20403,30989,18191,23049,11101,10198,31206,10683,19266,4044,33233,33207,37244,37522,24979,13188,26415,22384
"Gene696",1536,6164,3268,5054,2947,3621,1864,1659,5062,1736,3045,677,5420,5486,6101,6006,4140,2186,4338,3643
"Gene697",2551,10544,5734,8492,5126,6309,3168,2849,8711,2912,5297,1092,9239,9165,10523,10396,6975,3707,7363,6230
"Gene698",1209,4979,2651,4247,2492,3055,1520,1405,4234,1449,2648,518,4493,4567,5295,4999,3286,1727,3715,3062
"Gene699",3657,15119,8099,12429,7330,9089,4556,4210,12524,4221,7697,1593,13291,13013,15059,14775,9900,5183,10488,9016
"Gene700",3088,12494,6701,10352,6076,7633,3669,3398,10470,3595,6282,1287,10887,10921,12357,12165,8096,4341,8678,7280
"Gene701",374,1449,787,1167,679,849,385,392,1144,392,691,140,1298,1275,1450,1421,925,491,988,895
"Gene702",9907,39984,21555,32945,19028,24137,11707,11105,33201,11201,20369,4149,34759,34845,39611,39516,26608,13807,27711,23712
"Gene703",3052,12512,6701,10121,5897,7472,3638,3372,10370,3587,6220,1281,10968,10766,12320,12104,8170,4242,8705,7279
"Gene704",6962,28075,15241,23101,13753,16916,8390,7857,23275,7866,14396,3040,24635,24375,27960,27377,18652,9950,19774,16647
"Gene705",7204,29458,15590,23894,13938,17738,8694,8047,24355,8259,14683,3043,25839,25441,29036,28644,19260,10155,20503,17305
"Gene706",9418,37491,19703,30974,17852,22273,10987,10282,30617,10529,18856,3861,32720,32686,37166,36691,24429,13034,25778,22058
"Gene707",1455,5911,3207,4905,2786,3609,1788,1655,4921,1685,3010,609,5229,5202,5962,5911,3931,2160,4151,3544
"Gene708",10566,42743,22815,35162,20495,25391,12626,11786,35120,12112,21717,4415,37557,37166,42297,41742,27927,14796,29701,24910
"Gene709",4533,18417,9983,15425,8850,11171,5479,5042,15356,5285,9408,1991,16405,16375,18487,18374,12351,6519,13112,10889
"Gene710",2261,9095,4776,7515,4395,5639,2632,2479,7569,2582,4725,961,8139,7957,8957,8863,6067,3125,6409,5413
"Gene711",7603,30267,16219,24991,14476,18239,9020,8611,25236,8598,15453,3109,26750,26540,30415,29973,20067,10538,21465,18167
"Gene712",7325,30865,16342,24944,14533,18326,8978,8418,25050,8516,15405,3159,26302,26476,29828,29684,19802,10478,20983,17880
"Gene713",3252,13301,7094,11213,6327,8036,3881,3601,10860,3710,6677,1412,11543,11612,13022,12845,8651,4590,9146,7807
"Gene714",5403,22077,12010,18121,10425,13132,6525,6150,18055,6286,11113,2267,19329,19308,22064,21603,14522,7627,15285,13018
"Gene715",11362,45971,24423,37567,22203,27341,13368,12773,37811,12998,23398,4852,40152,40084,45147,44975,30239,15965,31924,27195
"Gene716",4321,17606,9434,14714,8493,10623,5172,4715,14466,4873,8926,1835,15347,15502,17495,17212,11455,5965,12235,10321
"Gene717",7137,29193,15669,23924,14235,17322,8574,8166,24064,8469,14845,3105,25937,25672,28898,28554,19257,10045,20240,17008
"Gene718",4713,18818,10160,15637,9188,11557,5652,5378,15610,5281,9614,1879,16635,16273,18727,18553,12622,6496,13092,11248
"Gene719",9048,36825,19768,30376,17601,22028,10755,10372,30318,10452,18678,3957,31955,32234,36398,36087,23919,12794,25785,21395
"Gene720",3187,13210,6984,10536,6397,7808,3894,3642,11069,3710,6733,1387,11354,11713,13297,13059,8521,4601,9108,7816
"Gene721",7020,28046,15235,23092,13330,16870,8205,7901,23304,7880,14028,3011,24531,24593,27769,27439,18590,9656,19593,16713
"Gene722",4837,19688,10465,16056,9629,12007,5929,5557,16264,5709,10114,2089,17507,16990,19407,19424,13064,6771,14008,11835
"Gene723",8373,33570,18333,27283,15973,20365,10083,9273,27740,9417,17020,3587,29569,29340,33582,33081,22055,11540,23510,20054
"Gene724",5759,23757,12681,19337,11493,14175,6989,6681,19431,6701,12002,2538,20890,20733,23578,23424,15551,8282,16619,14159
"Gene725",1385,5846,3121,4865,2861,3310,1788,1606,4803,1603,2902,653,5070,5019,5731,5706,3735,2102,3989,3553
"Gene726",5015,19761,10405,16053,9413,11803,5884,5480,16148,5662,9868,2003,17176,17116,19586,19168,13134,6678,13574,11451
"Gene727",6048,24462,13072,20155,11485,14737,7306,6686,20027,6886,12330,2646,21242,21164,23894,23965,16043,8346,16997,14318
"Gene728",6317,25106,13441,20738,12162,15225,7329,6952,20815,7087,12895,2626,21854,22244,24947,24970,16817,8797,17666,14672
"Gene729",9569,38236,20734,31406,18457,22990,11517,10358,31440,10663,19470,3987,33711,33262,37905,37473,25280,13105,27092,22692
"Gene730",8074,33107,17569,27249,15830,19786,9875,9108,27259,9047,16528,3372,28915,28794,32727,32139,22008,11354,22771,19727
"Gene731",918,3871,2077,3211,1857,2310,1136,1037,3269,1111,1947,418,3368,3503,3915,3843,2555,1250,2708,2347
"Gene732",16860,68675,37060,56631,33521,41281,20132,19282,57037,19533,35228,7165,60399,60047,68510,68037,45374,23833,48260,41053
"Gene733",8156,32821,17856,27639,15865,20002,9929,9297,27663,9256,16841,3390,29353,29167,32655,32782,22094,11790,23054,19589
"Gene734",7555,30240,16233,25138,14530,18283,8893,8394,25446,8727,15367,3257,26797,26563,29991,29984,19793,10355,21157,17998
"Gene735",4771,19266,10544,16056,9305,11690,5729,5409,16038,5542,9846,2053,16898,16790,19281,19311,12847,6673,13471,11593
"Gene736",9505,39170,20666,31790,18878,23013,11486,10667,31598,10819,19511,4054,33706,33517,38212,37765,25638,13345,26956,22742
"Gene737",2981,12137,6410,9901,5935,7211,3558,3344,10000,3461,6133,1267,10662,10679,11780,11875,7837,4122,8453,7145
"Gene738",1556,6165,3252,5056,3058,3675,1742,1650,5076,1771,3061,624,5391,5287,6083,6051,4072,2065,4353,3670
"Gene739",5518,22517,12184,18646,10804,13660,6777,6323,18564,6357,11543,2410,19627,19669,22300,22154,14960,7836,15965,13352
"Gene740",6116,24425,13284,20031,11902,14914,7233,6629,20258,7006,12160,2563,21525,21544,24247,24163,16238,8526,17375,14677
"Gene741",10576,43357,23291,35730,20938,25854,12696,11818,36064,12263,21786,4534,37614,37947,42752,42976,28223,14985,30381,25418
"Gene742",6030,23908,13107,19797,11405,14624,6941,6630,20056,6872,12116,2432,21226,21241,23663,24070,15836,8242,16946,14327
"Gene743",21454,86248,46594,70816,41634,51950,25189,23818,71362,24976,43865,8928,75495,75964,85490,84716,56495,29869,60312,50911
"Gene744",2730,11153,6280,9417,5529,6801,3340,3170,9387,3418,5804,1156,9863,9938,11334,11273,7500,3917,7829,6706
"Gene745",1327,5258,2785,4373,2503,3090,1531,1461,4328,1432,2650,565,4583,4627,5169,5196,3519,1834,3585,3075
"Gene746",10889,44406,23738,36612,21465,26786,12912,12131,36846,12359,22318,4623,38908,38705,43659,43533,29200,15305,31193,25938
"Gene747",2410,9566,5186,7954,4681,5757,2916,2594,8102,2769,4917,1016,8519,8286,9581,9496,6406,3417,6735,5690
"Gene748",1497,6085,3240,4927,2929,3592,1831,1656,5021,1766,3096,632,5344,5398,5921,5929,3966,2038,4228,3538
"Gene749",8507,34527,18655,28628,16722,21221,10183,9527,28568,9842,17592,3651,30081,30038,34201,34012,22908,12164,24448,20299
"Gene750",1253,5134,2645,4103,2422,2978,1473,1395,4055,1464,2547,529,4404,4325,5023,4935,3230,1746,3524,2874
"Gene751",15780,63373,34281,52655,30478,38348,18838,17675,52684,18121,32207,6744,55766,55465,63109,62983,42086,22238,44686,37451
"Gene752",2407,9295,5066,7870,4564,5781,2801,2564,7955,2683,4831,983,8216,8210,9287,9199,6298,3347,6561,5492
"Gene753",7039,28771,15142,23185,13643,17155,8370,7967,23393,8081,14415,2968,25139,24621,28215,27992,18504,9710,19635,16751
"Gene754",2394,9861,5343,7987,4854,5887,2828,2672,8109,2776,5012,1036,8852,8614,9590,9733,6418,3431,6915,5801
"Gene755",8744,35384,19131,29189,17010,21326,10458,10001,29235,10203,18042,3779,31235,30923,35010,34918,23402,12118,24669,21084
"Gene756",11219,45528,24749,37850,22088,27517,13255,12648,37752,13090,22991,4772,40130,40371,45102,44523,30110,15642,31842,26893
"Gene757",1191,4796,2505,3812,2222,2875,1444,1360,3865,1288,2362,477,4047,4069,4660,4696,3031,1568,3366,2735
"Gene758",1416,5789,3103,4766,2800,3419,1738,1617,4860,1656,2899,573,5177,4990,5808,5663,3796,1948,4096,3357
"Gene759",6410,26046,14113,21321,12322,15639,7534,7311,21695,7237,13021,2760,22573,22706,25881,25668,17206,8998,18301,15330
"Gene760",10807,44755,23822,36315,21474,26681,13109,12333,36490,12427,22473,4652,39204,38854,43893,43272,29309,15239,30900,26184
"Gene761",4109,16927,9174,14115,8309,10455,5169,4581,13963,4881,8502,1773,14902,14782,16966,16867,10979,5828,12025,10061
"Gene762",13346,54398,29669,44941,26171,32970,16014,15003,44940,15287,27333,5637,47393,47550,53429,53027,35588,18825,37805,32238
"Gene763",7012,28316,15162,23588,13839,17218,8310,7936,23655,8144,14649,2981,25276,25015,28674,27786,18857,9869,19896,17128
"Gene764",2181,8970,4746,7409,4249,5428,2586,2499,7417,2521,4456,962,7770,7600,8727,8720,5714,3127,6303,5338
"Gene765",4969,20118,10870,16404,9464,12118,5872,5578,16413,5703,10252,2158,17233,17322,19930,19635,13038,6967,14018,11914
"Gene766",2831,11199,6292,9606,5546,6868,3288,3237,9524,3191,5891,1245,9978,9849,11412,11373,7549,4064,7911,6799
"Gene767",11132,45993,24609,37474,21860,27509,13432,12617,37809,13010,22994,4869,39527,40081,45385,44794,30015,15630,32124,26958
"Gene768",8334,33585,18065,27204,16002,20293,9966,9296,27522,9430,16924,3495,29070,29385,33103,32763,21982,11432,23426,19680
"Gene769",429,1655,921,1417,844,1027,507,494,1395,501,866,176,1485,1503,1628,1587,1080,565,1263,979
"Gene770",1241,5464,2932,4531,2578,3250,1588,1406,4436,1464,2716,575,4657,4613,5338,5172,3607,1861,3770,3110
"Gene771",1192,4666,2570,3997,2269,2919,1408,1355,3787,1388,2405,468,4226,4115,4703,4668,3096,1604,3353,2801
"Gene772",9199,37514,20150,30582,17795,22539,11075,10299,31131,10650,19210,4015,32956,32609,37177,37165,24540,12730,26508,22082
"Gene773",8830,35461,19448,29349,17270,21371,10606,9821,29787,10181,18135,3850,31374,30948,35112,35151,23475,12343,24966,21117
"Gene774",3949,15900,8440,13356,7629,9449,4735,4339,13254,4541,8078,1685,13916,13905,15787,15466,10573,5505,11319,9326
"Gene775",893,3636,1967,2946,1724,2141,1114,998,3039,1075,1861,360,3160,3264,3533,3597,2449,1266,2599,2166
"Gene776",3115,13042,7086,10569,6208,7791,3873,3607,10745,3705,6623,1407,11452,11227,12665,12760,8548,4369,8938,7637
"Gene777",7055,29125,15534,23861,14039,17281,8563,8126,24055,8215,14739,3027,25423,25665,28661,28607,19197,10002,20475,16971
"Gene778",1707,6744,3713,5682,3201,4119,1983,1863,5508,1830,3420,693,5826,5845,6643,6470,4512,2312,4708,3848
"Gene779",3582,14590,7701,11858,6866,8515,4166,3987,11890,4102,7135,1460,12609,12519,14177,14266,9501,4819,10013,8527
"Gene780",9619,39046,20885,32215,18727,23511,11625,10741,32177,11029,19486,4060,34166,34381,39007,38498,25663,13284,27540,23047
"Gene781",9162,37629,19957,30975,17842,22419,10968,10172,30696,10623,18820,3931,32643,32881,36806,36954,24733,12931,25994,22038
"Gene782",8311,33522,18188,27417,16197,20051,9833,9355,27593,9512,16972,3538,29708,29170,33171,32710,22329,11774,23220,19868
"Gene783",1266,4920,2596,4021,2405,3000,1460,1313,4058,1435,2522,496,4154,4250,4901,4959,3247,1690,3435,2961
"Gene784",7263,29721,15999,24570,14373,17700,8640,8333,24344,8425,14981,3051,26054,25920,29319,28946,19577,10297,20798,17563
"Gene785",3117,12341,6667,10112,6063,7499,3665,3442,10287,3520,6308,1328,10924,10993,12264,12182,8279,4332,8619,7375
"Gene786",5683,23645,12343,19152,11145,14087,6866,6447,19204,6557,11777,2509,20587,20292,23094,23088,15420,8064,16150,13616
"Gene787",10704,43155,23273,35830,20994,25935,12935,11989,35768,12166,22080,4522,38204,37791,43113,42772,28435,15059,30515,25470
"Gene788",3497,14319,7622,11868,6794,8654,4137,4016,11893,4029,7214,1478,12609,12404,14348,14169,9418,5054,10087,8565
"Gene789",1867,7511,4071,5951,3682,4463,2210,2113,6086,2163,3704,827,6606,6524,7247,7227,4931,2678,5207,4475
"Gene790",1164,4613,2503,3681,2137,2716,1293,1210,3690,1278,2276,490,4054,3895,4499,4419,2987,1495,3116,2669
"Gene791",12899,52077,27851,42201,24813,31055,15495,14399,42917,14929,26203,5361,45504,45190,51068,50698,34097,18002,36305,30693
"Gene792",5189,21007,11265,17143,10055,12503,6242,5765,17195,5954,10665,2189,18359,17868,20673,20291,13698,7073,14335,12252
"Gene793",10222,41268,22335,33678,19655,24572,11888,11536,34158,11646,20817,4376,35811,35697,40462,40355,27221,14096,29174,24415
"Gene794",1621,6717,3614,5580,3128,4092,1904,1870,5592,1949,3393,707,5872,5911,6572,6496,4410,2263,4808,3892
"Gene795",6377,25622,13536,21152,12403,15360,7518,7057,21253,7315,13018,2726,22690,22355,25321,25303,17225,8931,17803,15266
"Gene796",3761,15229,8117,12672,7592,9371,4577,4162,12659,4324,7748,1625,13312,13482,15223,14929,10252,5297,10700,8892
"Gene797",1028,4143,2298,3427,2113,2495,1164,1110,3493,1197,2165,462,3542,3609,4186,4165,2685,1446,3094,2590
"Gene798",9935,40372,21485,33185,19288,24352,11907,11235,33298,11494,20468,4258,35314,35499,39928,39643,26438,14042,27743,23808
"Gene799",5224,20916,11318,17213,10036,12716,6213,5696,17158,5933,10584,2200,18408,18594,20947,20671,13786,7248,14709,12623
"Gene800",8683,34728,18701,28565,16879,20905,10270,9563,28656,9763,17692,3658,30556,30625,34468,33798,23101,12004,24213,20625
"Gene801",892,3676,1943,3081,1687,2324,1124,1040,3079,1064,1848,387,3150,3274,3646,3722,2390,1267,2566,2160
"Gene802",3829,15415,8270,12613,7396,9303,4598,4286,12829,4363,7796,1643,13777,13444,15425,15037,10248,5434,10863,9319
"Gene803",8111,33128,17751,27507,15922,20021,9691,9186,27317,9617,16423,3451,29176,28896,33083,32807,22003,11317,23117,19839
"Gene804",12506,49886,26680,40758,24268,30108,14568,13658,40852,13869,24997,5230,43249,43426,49263,48620,32539,16959,34302,29455
"Gene805",2745,11331,6032,9352,5321,6695,3296,3122,9366,3158,5553,1170,9687,9830,11185,11142,7622,3918,7714,6548
"Gene806",2092,8395,4490,6862,4198,4927,2453,2328,7073,2447,4211,863,7362,7494,8305,8322,5481,2856,5721,4993
"Gene807",5291,21323,11373,17494,10211,13215,6254,5865,17814,6009,10818,2294,18673,18670,21163,21328,13947,7430,15046,12518
"Gene808",4416,18238,9655,14858,8594,11009,5334,4975,14519,5204,8938,1855,15857,15657,18091,17742,11931,6171,12855,10682
"Gene809",2270,9379,4984,7778,4442,5560,2740,2591,7882,2671,4672,974,8285,8213,9218,9246,6231,3298,6390,5492
"Gene810",1946,7806,4156,6393,3836,4706,2383,2124,6469,2297,3908,864,6860,6804,7665,7579,5277,2642,5458,4671
"Gene811",6949,27454,14735,22975,13263,16693,8277,7657,22859,7953,13987,2804,24123,24092,27513,27097,18490,9711,19482,16211
"Gene812",994,3920,2024,3185,1821,2266,1114,1097,3188,1074,1919,406,3284,3322,3885,3763,2538,1352,2668,2315
"Gene813",2497,10178,5464,8424,4882,5940,3000,2833,8465,2852,5060,992,8751,8839,10064,10043,6563,3541,7206,5947
"Gene814",3083,12420,6538,10028,5923,7391,3609,3410,9909,3472,6135,1238,10828,10572,12053,11883,7980,4102,8789,7214
"Gene815",4730,18896,10177,15627,9075,11490,5592,5217,15740,5257,9473,1984,16539,16529,18485,18479,12260,6333,13115,11214
"Gene816",1450,6161,3205,4972,2980,3600,1808,1745,5046,1749,3068,639,5418,5299,6096,6037,4020,2044,4391,3648
"Gene817",2076,8645,4622,7116,4138,5175,2508,2399,7209,2464,4385,950,7595,7685,8567,8420,5768,3007,6067,5031
"Gene818",7928,33170,17533,27075,15482,19672,9798,9004,27013,9192,16634,3366,28777,28652,32459,31861,21560,11453,22641,19557
"Gene819",13049,53195,28161,43755,25273,31990,15629,14926,43795,15020,26999,5511,46500,45923,52421,52053,35208,18433,37054,31165
"Gene820",9079,36902,19595,30127,17680,22109,10846,10298,30419,10440,18611,3970,32245,32129,36533,35788,24382,12465,25847,21827
"Gene821",5807,23869,12705,19491,11237,14070,6916,6392,19483,6590,11819,2526,20759,20706,23518,23146,15524,8083,16873,13973
"Gene822",13254,54567,29207,45164,26004,32974,16064,15005,44795,15514,27142,5817,47789,47287,54254,53465,36079,18804,38120,32443
"Gene823",1673,6915,3731,5678,3379,4161,1986,1862,5738,1957,3460,696,6045,6063,6833,6617,4427,2432,4889,4045
"Gene824",4680,18995,10268,15885,9304,11579,5715,5246,15716,5469,9867,1995,16626,16809,19275,18926,12475,6710,13452,11499
"Gene825",3907,15875,8497,13044,7667,9632,4645,4326,13238,4340,8209,1607,13934,13752,15881,15470,10540,5416,11103,9323
"Gene826",3079,12375,6774,10066,6080,7443,3622,3401,10463,3511,6305,1301,11046,10728,12240,12240,8381,4320,8727,7320
"Gene827",2261,8968,4824,7400,4417,5280,2626,2412,7461,2636,4574,949,7927,7783,8803,8515,6103,3108,6243,5215
"Gene828",5825,24013,12647,19679,11607,14560,6979,6648,19636,6879,11896,2489,20775,20843,23650,23323,15873,8048,16575,13799
"Gene829",11453,46845,25105,38496,22554,28431,13948,12972,38583,13171,23380,4949,41013,40718,46265,45954,30730,16210,32679,27754
"Gene830",7864,31870,17014,26042,15288,19354,9333,8765,26179,8937,16069,3334,27974,27671,31093,31200,20744,11022,22343,18916
"Gene831",9771,39866,21523,32750,19172,24061,11745,11053,33036,11307,20080,4182,35112,34840,39248,39176,26623,13812,27838,23389
"Gene832",8032,32357,17372,26336,15584,19284,9568,8960,26630,9086,16178,3379,27895,28122,32010,31517,21292,11125,22237,18948
"Gene833",5801,23490,12587,19323,11334,13997,7008,6437,19347,6711,11938,2330,20486,20842,22976,22661,15290,8020,16364,13855
"Gene834",2009,8088,4368,6545,3696,4861,2329,2178,6603,2285,4033,792,7151,6936,7842,7703,5343,2690,5628,4650
"Gene835",2501,10309,5367,8266,4955,6182,2982,2943,8430,2893,5075,1042,8857,8930,10116,9994,6731,3429,7220,5965
"Gene836",2481,10096,5495,8252,4789,6117,2976,2715,8310,2858,4999,987,8848,8776,10025,9711,6728,3324,7032,5955
"Gene837",10931,44279,23492,36567,21103,26654,12942,12374,36454,12653,22286,4571,38480,38052,43736,43412,28922,15367,30776,25858
"Gene838",3464,13947,7659,11550,6739,8462,4226,3868,11303,3955,7100,1440,12191,12192,13926,13857,9213,4849,9800,8398
"Gene839",5093,20830,11232,17171,10016,12560,6068,5789,17474,5897,10392,2283,18189,18303,20681,20520,14051,7242,14478,12446
"Gene840",5097,20792,11075,16946,9953,12394,6138,5768,17063,5746,10505,2045,18238,17935,20451,20351,13726,7099,14575,12141
"Gene841",5799,23913,12862,19628,11714,14406,6964,6675,19953,6721,12254,2498,20983,20786,23396,23595,15557,8230,16519,14046
"Gene842",1245,5294,2962,4478,2623,3267,1575,1396,4483,1466,2780,624,4711,4700,5206,5256,3495,1896,3842,3158
"Gene843",813,3252,1722,2615,1530,1858,959,883,2679,924,1717,337,2825,2776,3207,3236,2105,1106,2328,1947
"Gene844",4147,17241,9292,14300,8290,10464,5239,4778,14258,4926,8726,1792,15005,15209,17295,17147,11508,5979,11999,10204
"Gene845",2334,9311,5001,7658,4362,5604,2872,2483,7823,2629,4729,911,8182,8101,9163,9230,6156,3319,6478,5504
"Gene846",8157,32678,17670,26971,16034,19906,9739,9081,27705,9601,16617,3483,29034,28728,32317,32294,21933,11452,22965,19453
"Gene847",6368,26202,14144,21610,12486,15707,7652,7229,21328,7526,13087,2771,22542,22854,25605,25643,17290,9004,18165,15335
"Gene848",6842,27284,14859,22605,13172,16289,8014,7591,22530,7609,13910,2919,23930,23696,26928,26971,18154,9462,19113,16121
