"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10"
"Gene626",17751.423896025,17813.1002606598,17705.7606293632,17696.1352205452,17405.0754403376,17755.6399099027,17671.6416810574,18012.4836423775,17684.761108682,17790.3840992602
"Gene627",11202.0736151611,10997.4214349064,10960.5822886397,11075.7859183511,10874.3372342315,11117.5443905057,10975.4620229346,10899.5260314224,11043.7480586405,10984.214424922
"Gene628",6460.50624874375,6301.64718247037,6267.24339585031,6320.50310664136,6426.82435375859,6347.79749084373,6301.71615339509,6418.37997169781,6311.12512432516,6400.15806752742
"Gene629",25476.9919064809,25629.2369699142,25407.6955665952,25573.754670887,25386.6489563621,25618.2077677203,25874.5425949431,25454.6331369508,25656.2836773032,25740.4619936171
"Gene630",17123.7214951755,17347.1400951282,17224.2788574409,17315.2495126809,17467.4237517461,17466.9238869547,17155.9291482372,17326.5235916966,17280.4753815366,17246.2274644059
"Gene631",1388.67084987945,1310.78069037186,1347.79427867749,1321.5229043376,1346.9214575709,1332.04871957394,1290.08965890438,1311.59698132708,1334.54660857977,1320.80124373295
"Gene632",18771.1988734052,18901.133905609,18713.0595113221,19125.9037591847,18870.7555863056,18984.0672623364,18939.0981880512,18982.8241160794,18913.1899229754,18920.8147555674
"Gene633",21256.9003807694,21655.9627494261,21508.8459328156,21590.0837871151,21667.5226980583,21774.7251498998,21470.7778946229,21395.7489174695,21553.4467829919,21776.3735669543
"Gene634",1435.02425794218,1387.40948163906,1431.14471433254,1396.1950263961,1351.86973625412,1403.2389718077,1482.47145014451,1506.35448315357,1445.27822000903,1450.52279445673
"Gene635",11202.0736151611,11154.4866592429,11230.1411443752,11465.3544311059,11348.3823320834,11380.1573209681,11361.8422591228,11232.1649504712,11248.486194356,11019.5930296649
"Gene636",35398.5526239089,35838.4765517865,35848.6676925343,35798.6257099669,35556.3513061039,35595.9171196833,35202.6344895275,35666.475599977,35811.2952087953,35476.3170797558
"Gene637",3972.87334937695,4051.3308774311,4093.03841472057,3933.88946906628,4004.14711045692,4144.06368280751,4070.73403649277,4014.07275888405,3972.49656002483,4001.1517268696
"Gene638",6949.14842540508,6696.21406421266,6642.32035629806,6754.06449750814,6735.59694359115,6799.46009112681,6692.94635070694,6871.6651308161,6712.52721575624,6661.28586443891
"Gene639",16677.5699425717,16555.1506002921,16465.2578689225,16470.7020236627,16145.2436875912,16652.1910002794,16240.9031495657,16390.6534723003,16546.3017286749,16151.1754128416
"Gene640",7955.40365876696,7975.10575449196,8102.72639378609,7965.60520656579,7954.85281113513,7908.4460203683,7986.26931702713,7912.66983084442,8037.84619005024,8046.10553580178
"Gene641",7095.93421760374,7035.09418459928,7003.2100085492,7049.27986378593,7039.4212547405,6975.85371610602,7105.1930462215,7019.88765433006,6978.97515575791,6922.4136613504
"Gene642",2632.48729956285,2661.54161966573,2694.70185059268,2698.61575997454,2777.96365275644,2744.7797250128,2683.64515511438,2798.99276961258,2693.31575715969,2742.68421530262
"Gene643",3783.59693312078,3653.43230911197,3694.02037169106,3741.13120049667,3705.27107799078,3666.29799003871,3647.17076502291,3767.6097255992,3693.36062288023,3766.97905738123
"Gene644",5968.00128807718,5975.61785316582,5888.61960835341,6097.64444778461,5981.47927226931,5970.48915400479,6094.78447878386,5961.64777714896,5965.08883860871,5889.69534195205
"Gene645",15667.4519252046,15478.0639255239,15566.1372119627,15635.9950468538,15365.3949671167,15449.8667403314,15540.8920940449,15459.9539060498,15603.9295772404,15377.9001948908
"Gene646",2549.43744345045,2397.38646964526,2504.0598967008,2411.50434492792,2413.77034167188,2417.3045647375,2426.59721555824,2438.77756711933,2410.71945715793,2550.62893241287
"Gene647",37521.1524347817,38081.1775732216,38150.5584474334,38049.2087375905,37768.2318775006,38040.1157797091,37771.4972313809,37846.7255098045,37948.0692730943,37625.9884917498
"Gene648",12722.0791212183,12619.4768425996,12499.9052279714,12592.9613595552,12575.5554455205,12472.532191355,12561.3993103848,12750.5840576317,12661.4676943649,12325.2320142223
"Gene649",2008.64768271853,1929.5224832126,1970.26242580353,1968.68129551124,1962.48732576275,1922.13681031156,2032.13371083059,1945.85150054963,1931.45920144064,2051.95907508513
"Gene650",7121.04231363772,7081.73779667497,7114.93506059746,7066.0666199076,7078.01782846957,7051.78998515537,7192.49234644811,7102.61650466344,7145.64930004467,7001.59434815582
"Gene651",3650.33088494041,3695.31636893504,3635.49772538006,3738.23693219983,3693.39520915107,3641.7769031582,3813.68609693664,3731.41585357834,3738.34534002337,3628.83402933774
"Gene652",5838.59802390205,6063.66956983931,5994.13771306566,5914.14783776489,5949.81028869674,5973.65316521518,6041.43490642315,6092.63512351013,6022.76155289479,6086.80471123363
"Gene653",13631.7647544494,13747.9666816961,13588.7811320608,13670.7868732988,13841.3251326867,13503.9998459419,13618.6908353515,13579.5960786807,13671.8936486569,13587.0689167172
"Gene654",6945.28564139985,6884.69233341646,6918.08615936957,6825.8423512698,6903.83841882043,6893.5894246359,6924.12783093668,6852.70643594803,6894.77299290024,6956.1075706293
"Gene655",1977.74541067671,2093.25108070277,2065.14004936833,2085.03088104425,2133.69776820196,2122.26051936869,2179.24919824951,2116.47975436222,2095.2497100131,2073.86011611641
"Gene656",4878.6961986029,4730.51898388014,4783.78298254279,4729.23439703819,4753.31650309555,4887.60631724902,4864.51100707179,4799.99683705113,4760.30583717261,4776.11164028435
"Gene657",10678.6663824527,10414.8522391855,10542.9434036022,10569.8678200633,10585.3577591318,10532.2023165837,10406.3999177538,10368.6825751165,10582.3663443519,10421.5261399644
"Gene658",48574.5088657415,48325.1618865381,48342.3659731696,48256.7141668893,48411.9793250943,47942.6798654253,47744.6339554174,47937.9217327612,48388.5607403025,48470.3731931643
"Gene659",15736.9820372987,15683.6765828371,15454.4121599144,15681.7244859439,15621.7158029072,15687.9585839132,15531.1921717975,15603.0058764179,15719.8517329554,15920.3721342812
"Gene660",11068.8075669807,10797.9961955215,10887.8723341321,10987.8001621272,10992.106266892,10971.2088720252,11056.2947083297,10487.6052974708,11004.5306129259,10788.7897511044
"Gene661",10361.918094024,10234.4652088112,10360.2818105709,10390.4231856592,10191.4747759479,10241.1132852279,10475.9160271935,10358.3414688249,10333.220218636,10450.1659628514
"Gene662",4490.48640607749,4540.13689377529,4461.02172107002,4480.32732350986,4514.80947056462,4554.59413735554,4444.18104301773,4470.8049534329,4563.06515431424,4548.67775265176
"Gene663",9726.49012516398,9798.01426724585,9697.02515237959,9914.02662399914,9731.28485840902,9756.22856723571,9859.97096448349,9765.451374769,9863.18759720451,9841.99090036725
"Gene664",15599.8532051131,15262.9321637054,15398.5496338903,15374.3531928194,15507.9053931933,15473.5968244093,15164.2117801041,15735.7167404944,15467.2452443824,15697.9923330404
"Gene665",1844.47936249635,1840.51885608859,1894.00564424678,1855.80483193445,1855.60450620532,1821.6794543817,1880.16826228797,1806.24656561206,1912.42720572624,1799.25475549336
"Gene666",6752.14644113846,6691.45451196004,6975.72209891828,6790.53227804834,6902.84876308379,6975.06271330343,6822.27864733896,6947.49991028836,6857.86245575715,6646.1236052634
"Gene667",7528.56602618927,7574.35145482126,7423.50901387363,7522.78215714911,7472.89046739007,7588.08988531637,7417.20721184625,7442.14949457334,7491.68558576111,7414.34473682237
"Gene668",27418.040869108,27132.7795265172,27066.7239188357,27371.6741368847,27028.4878234525,27276.1496419644,27132.2991796895,27474.5958992574,27152.8906130269,26987.1366369365
"Gene669",12967.3659055502,13054.9758737145,13144.5410441546,12948.9563600666,13066.4246908954,13093.4693913939,12606.665614206,13026.3468920763,13122.2726815106,12953.6234222738
"Gene670",18693.9431933007,18862.5815323628,18713.0595113221,18881.6275149313,18598.6002587288,18783.9435532793,19045.7973327726,18715.6788702112,18887.2372015466,18961.2474467021
"Gene671",6559.00724087706,6549.14389960667,6528.82189072521,6472.16276539583,6668.30035349944,6602.50039328007,6466.61483160091,6688.97225299656,6575.26615575539,6630.9613460879
"Gene672",5890.74560797262,6067.00125641615,5996.79783335252,6119.6408868406,6113.10348524281,5985.51820725414,6104.48440103126,6046.10014519761,6119.07498575253,6164.3007025751
"Gene673",2993.65760405166,3012.79657590917,2975.78789423792,3064.45127269525,3018.44999676065,2995.52761343616,3065.17543017883,3202.29591498779,2983.98623716151,2857.24350685088
"Gene674",25449.9524184443,25301.3038197086,25214.3934924164,25258.2794265314,25533.1180053852,25288.3595990373,25226.2644580752,25857.936282326,25576.1186044456,25334.4503868063
"Gene675",16621.5595744959,16489.4687792059,16550.3817181022,16451.0209992442,16399.5852119085,16533.5405798898,16405.8018277715,16251.0485373627,16496.7031943888,16302.7980045967
"Gene676",21326.4304928635,21684.0441077166,21742.0498112973,21484.1535674507,21683.3571898446,21711.444925692,21768.2421768766,21492.2659095251,21635.918764421,21842.0766900482
"Gene677",18381.0576888772,18294.2909933998,18196.9961756706,18361.8169288186,18195.8103739152,18382.9051323624,18539.7847221998,18596.756147857,18298.9755158287,18359.8111660737
"Gene678",10149.4649737364,10002.6750141086,9983.43143659856,10116.625404778,9951.97808768037,10112.9708312071,10236.6512784242,10123.943059547,10223.0653343496,10008.7757512978
"Gene679",10670.9408144422,10814.1786731805,10838.216755444,10735.4199666426,10782.2992507237,10862.8414880694,10833.1964966394,10815.0736633737,10764.035394353,10883.1326970853
"Gene680",8360.9959793159,8330.64430776275,8397.99974562794,8324.49447537407,8465.51517124283,8349.03458141502,8547.24815366851,8617.5885763934,8392.5333829096,8458.85592446832
"Gene681",9568.11598094963,9579.07486362527,9607.46776938852,9490.88459900099,9401.72949810696,9609.1020459526,9523.70699324024,9565.52331979668,9597.3163843457,9663.41318118907
"Gene682",21030.9275164636,21256.1603602059,21245.4940244162,21298.9203964529,21357.7604524891,21391.0887906401,21423.8949370938,21113.0920121638,21097.8323401319,20981.1973079722
"Gene683",9649.23444505942,9951.27184978025,10074.7622331142,9934.8653557364,10096.4678252302,9981.66436597595,10050.7361020157,9951.5912880191,9872.41523149028,10045.8390515046
"Gene684",10852.4916626879,10938.8789421991,11125.5097464253,10898.0778449251,10932.7269226934,10895.2726029759,10889.7793764159,11166.6712772906,11091.039684355,11048.2328525519
"Gene685",16235.2811739731,16242.4480172948,16087.5207881879,16275.6283404557,16180.8712941104,16065.2669207522,15915.9557542777,15980.4562560639,16143.7461829581,16329.7531320198
"Gene686",23609.3358399532,23768.7279943646,23791.2291389445,23725.4749365244,23710.1721384891,23476.1721782867,23889.2918416417,23643.2160181929,23679.8397587194,23501.5017220341
"Gene687",4836.20557454539,4850.93565587145,4848.5125761898,4777.27925076575,4818.63378171398,4893.9343396698,4875.82758302709,4836.19070907198,4857.77272431608,4838.44537245031
"Gene688",14875.5812041328,14626.58002753,14808.8896369689,14803.6034846823,14693.4187219362,14707.9061114951,14608.0829045865,14920.4928611675,14802.8555758068,14892.7079012746
"Gene689",12438.164496834,12440.9936331264,12492.8115738731,12348.6851153018,12323.1932326766,12454.3391268953,12538.7661584742,12359.3455362634,12332.7332229342,12451.5841740182
"Gene690",20080.6826511775,20228.0970736398,20142.4308121301,19964.0838579498,20314.6633060675,20150.0053933649,20673.7676166281,20137.5809853161,20336.5525115557,20290.4721677547
"Gene691",20181.1150353134,19991.5473266845,19964.2027529103,20041.0713946458,20134.5459619985,19941.1806534792,20219.4879247082,20215.1392825036,20092.5969301256,20302.2650360023
"Gene692",8221.93575512769,8204.99212829356,8171.00281448226,8142.73442633245,8251.74953212798,8160.77591439685,8133.38480444605,8259.09689161544,8246.04468862297,8276.90881436225
"Gene693",12710.4907692026,12914.0931270369,12796.9519933378,12892.2287014485,12680.4589536047,12671.8648976095,12832.997133312,13005.6646794929,12896.1956415092,12918.244817531
"Gene694",10950.9926548212,10892.2353301234,10937.5279128203,10967.5402840493,10912.9338079606,11114.3803792954,10865.5295707974,10920.2082440057,11019.5255186403,10891.556174405
"Gene695",17946.4944882891,18049.1740523898,18091.4780709584,17938.0960501611,18002.8275052699,18231.8235970663,17946.4728114004,17576.433660412,17997.3472201125,17997.6016413255
"Gene696",2966.61811601507,2933.78800851566,2897.75769915659,2925.52639444688,2916.51545588644,2864.221148205,3013.44251152603,2859.31588964733,2919.39279716111,2924.63132540869
"Gene697",4926.98099866825,5018.47189516371,5084.37657495836,4915.62527535475,5072.97530603118,4990.43668158668,5121.55894662792,4910.30197082896,5023.87014145997,4905.83319100812
"Gene698",2335.0529311603,2369.78106658006,2350.65962682501,2458.39149133674,2466.22209571395,2416.5135619349,2457.31363600835,2421.54238996655,2441.86272287241,2441.12372725644
"Gene699",7063.10055355931,7195.96705073788,7181.43806776905,7194.57213228735,7254.176549592,7189.42447280731,7365.47429319344,7256.00958132324,7222.93073718801,7111.09955331225
"Gene700",5964.13850407195,5946.58458442483,5941.82201409068,5992.2930817796,6013.14825584188,6037.72439222557,5931.50245428594,5856.51319651696,6038.33318575203,6056.48019288262
"Gene701",722.340608977627,689.659121404801,697.838221920514,675.522220482688,671.976245180487,671.56137940515,622.411677541588,675.618944389243,659.775851432696,660.400621866477
"Gene702",19134.3005698966,19030.5937268803,19112.9642611139,19070.3338078853,18831.1693568399,19092.4346462922,18926.164958388,19139.6642281697,19147.9178701197,18870.273891649
"Gene703",5894.60839197785,5955.15177847955,5941.82201409068,5858.57788646554,5835.99987898281,5910.37294100739,5881.38618934103,5811.70173591971,5980.66047146596,6043.00262917106
"Gene704",13446.3511221985,13362.4429492338,13514.2977640287,13372.0983850648,13610.7353460489,13380.6034087368,13563.7246092829,13541.6786889446,13423.3242500839,13251.8145193921
"Gene705",13913.7479868311,14020.6890257713,13823.7584240671,13831.1293369437,13793.8216573279,14030.8077124718,14055.1873364846,13869.1470548475,14046.1895643735,13913.8998367225
"Gene706",18189.8498806184,17844.0373503019,17470.7833373569,17929.4132452706,17667.3342105479,17618.0054222508,17762.1742886998,17721.2091484954,17657.6549329675,17738.1585398779
"Gene707",2810.17536380333,2813.37133652435,2843.66858665704,2839.27719920102,2757.18088228694,2854.72911457383,2890.57682972561,2852.42181878622,2838.07427001774,2838.71185674749
"Gene708",20407.0878996193,20343.7541933785,20230.2147815966,20353.6523707046,20282.994322495,20084.3521607493,20411.8697159483,20313.3797922745,20254.6572572695,20405.031459303
"Gene709",8754.99994784915,8765.66738365232,8851.9936079193,8928.81769575447,8758.45326928911,8836.29230781499,8857.64566558535,8689.97632043511,8856.22200576964,8903.61552694983
"Gene710",4366.8773179102,4328.81277375891,4234.91149668663,4350.08525015201,4349.53696254527,4460.46480384645,4255.0325591934,4272.60041617585,4365.247744313,4349.88368790624
"Gene711",14684.3733958741,14405.7368030084,14381.4969775461,14466.1318012707,14326.2564436417,14427.1001165731,14582.2164452601,14841.2110462647,14554.2861772338,14485.0115989999
"Gene712",14147.4464191474,14690.3580277151,14490.5619093075,14438.9256792804,14382.6668206304,14495.917360399,14514.3169895282,14508.5721272159,14447.0149286617,14346.8665709564
"Gene713",6280.88679250065,6330.68045121136,6290.29777166979,6490.68608249561,6261.55184573923,6356.4985216723,6274.23304036078,6206.38729271853,6263.25677146772,6250.2201712363
"Gene714",10435.3109901233,10507.6635081117,10649.3482150767,10489.4071614111,10317.1610545016,10387.4488037084,10548.665444049,10599.6339489639,10412.8085643508,10589.9956863589
